,Sl No,Name,Review,Suggestion/Complaint,Vader,sentiment_dict_sompound,TextBlob_Subjectivity,TextBlob_Polarity,flair_sentiment
2108,137,Sarada,"
Don't buy this guitar. This is just a toy.


I'm a beginner and I thought I would not need high priced guitars for just practising beginner lessons and other basic stuff. When I got the guitar, I was surprised. The guitar had a good tone. I learnt a lot of basic stuff with this guitar. But the strings are low quality and the action is very high (the advertisement is false - almost 6mm at 12th fret and 3mm at first fret). You'll hurt your fingers if you play for more than an hour and you can't barre the strings completely because of high action. Even the fret heights are uneven. So, my advice is that you go for branded guitars like Yamaha(you'll get a good budget acoustic guitar around 8k). Please don't buy this one. You can't make any good progress with this crap.
",0,1,0.6695,0.4442280701754386,1.0,0
2109,138,Kindle Customer,"
Great product, excellent value for money


Great value for money. As a musician, this product is really worth it for beginners, and also as a gift to musically-inclined children.Can't figure out how they can sell it so cheap...the negative reviews are probably from brick-and-mortar stores who are feeling threatened :-)I don't know if there's going to be any problems down the line after a few months, but as of now, this is a great deal indeed...
",1,1,0.9179,0.5709876543209876,1.0,1
2110,140,Satish,"
Good product


I have been using this guitar since more than a week and it is easy to use and learn for beginners, and the as per the price, it is a great product.Edit: I have now been using this guitar for more than three months. It is good for beginners but the quality of the strings and also the sound is not great.
",1,1,0.2404,0.6166666666666667,1.0,1
2111,141,Uday Pandey,"
Nice for Kickstarter but needs some modifications


Pretty Decent for Kickstarter but the action height needs to be decreased as it will be hard for beginners and don't worry the wood quality is great at this point of price if you are beginner go for it
",1,1,0.9367,0.6797619047619048,1.0,0
2112,142,Cathy of India,"
Dont pay a penny over 1799 rupees


I am so mad that I paid so much for this so called quality product even in the sale and now my colleague has bought for 1799. I feel cheated.
",0,0,-0.7975,0.6,0.0,0
2113,143,Britul Gogoi,"
Something is MISSING but Guitar is Nice in Quality !!!!!


Guitar is delivered in nice condition although its packaging very poor & unsafe for long transportation. I have got only One ( 1 )Guitar Pick but not 2 as described in the display and without any Extra string as promised by Amazon choice. Over all built in quality in best at this prices and I am satisfied to gift it to my son on his birthday.
",1,1,0.9708,0.6255555555555555,1.0,1
2114,144,Krushnarampadhee,"
Nice product......


Overall it's a nice product under 2000 but After 4 days of playing this is 3rd string had broken But Amazon has already provided another string free of cost so thanks to it....The bag is the best and belt is also the best..... But there is some color are faded ..... But according to my opinion it's a best product under 2 thousand.....
",1,1,0.986,0.43,1.0,0
2115,145,M.Tariq Maqsood,"
Affordable good product.


The guitar is awesome and playing well. Quality product at affordable price. Liked the sound quality and feel of the guitar. Although better quality of strings could be provided because my upper e string broke within a few days of playing. Packaging was excellent. Overall a good buy.
",1,1,0.9648,0.5,1.0,1
2116,146,PD Adhikari,"
Difficult for replacement if you received a defective one


The Guitar quality is not bad..but one nob of the Guitar found defective and thus we ordered for replacement. We received a smaller packet as replacement and so we rejected that packed. After that we faced a lot of problem and at last we had gone for refund with the help of Amazon Customer care.
",0,0,-0.7893,0.5222222222222223,0.0,0
2117,147,Utkarsha Nerkar,"
Faulty string


I received the guitar with 1 faulty string. To realise this it took me some time until which the return date had passed. Now when I call Amazon customer service regarding the warranty I don't get a proper response. I called 5 times and got 5 different responses and none of them have worked for me.
",0,0,-0.4404,0.35,0.0,0
2118,148,Faiz Raihan,"
Still going great, although a bit with scratches, thats because of me


Still banging it, super super effective for beginners. If your just starting out then go for this only, after playing regularly for a year then you can go for the orihinal size and good quality Yamaha guitars and so, been 3 years since I bought this, after 2 years I haven't been playing regularly but still gives satisfaction when playing in my free time. Also learn good tutorials from #GuitarZeroToHero - in youtube
",1,1,0.9747,0.557925407925408,1.0,1
2119,149,Gaurav Pednekar,"
Overall good product


Could have been more better. Sound quality is not as expected and also minute scratches on the guitar. Finishing not so good. Overall good product for beginners. But could have been more better
",1,1,0.8128,0.41818181818181815,1.0,0
2120,150,Aakash,"
Strings quality and sound of guitar is amazing.






                    The media could not be loaded.
                



 I liked the size of guitar which is compatible for all learners. Also, sound quality is good. Guitar with this price range will all features, great deal!!!Mike socket is not there in guitar.
",1,1,0.938,0.6416666666666667,1.0,1
2121,151,Chirag,"
Good gift for beginners


Best guitar to buy for the beginners.It comes with the cover and all necessary accessories to tune the guitar and also extra strings are present.A good idea to gift it to someone who is learning to play guitar.The surface is clean and with a little shine.
",1,1,0.9633,0.5428571428571429,1.0,1
2122,152,nikhil shinde,"
Still it's better to learn on hard guitars they say


Value for money. Lower E is very hard. Still it's better to learn on hard guitars they say.
",1,1,0.5434,0.5574999999999999,0.0,0
2123,153,venkata s.,"
Sweet.resonant Guitar I can say


This guitar Juarez is really fineI got this just now today..eveningThe resonance is sweet...after so many years.after I lost my guitarto some fellow ..i have been thinking to buy A new one i am neither a.beginner nor a expert..but I play chords beautifully  ..i am 99%..satisfiedWith its sound .the manufacturer should have look afterThe beautification....saddle and pick gaurd are not taken importance.....but ok ......let me wait whether it last long or notThanq.Amajon
",1,1,0.4427,0.4401515151515151,1.0,1
2124,154,viresh khandelwal,"
Waste of money


The guitar's sound quality is worse. It does not even have return option , it just has a replacement option. So you can't return it once you get to know that you have made a mistake.
",0,0,-0.8074,0.3333333333333333,0.0,0
2125,155,Yamini Wamane,"
Waste of money


I wouldn't recommend buying this even if you are a beginner. It takes a lot time to tune the guitar. My first set of string which came with the guitar are wasted already. Build quality is poor. Save more and invest in something better than this.
",0,0,-0.6261,0.32222222222222224,0.0,0
2126,156,Sk Samiruddin,"
Many many defect found, very very bad guitar.


Very bad product, fred board border is too short, thats why exact melodious sound is not produce.In my guitar 3 to 4 no border and 1 no fred E string side very bad manufacturing.Its very very bad product, many defect found in this guitar.I am not happy for buying product from Amazone.
",0,0,-0.9797,0.6287878787878788,0.0,0
2127,157,Arbind Singh,"
Go for it. But has no future.


Good for beginers but have to buy a good one later on. There is distance between string and fret board.
",1,0,-0.2638,0.33125000000000004,1.0,0
2128,158,Jobin Peter,"
Please don't but this product .. you are just wasting your money


This was the worst product which I had ever purchased in my life... it doesn't even sound like a guitar .. Wen I tried to tune the same , the tuning pegs were immovable at the same time it was not able to adjust the string ...The bridge apart of the guitar was low quality plastic. Te strings quality was extremely poor ... I really waited for long to get delivered and I was really really disappointed ...
",0,0,-0.9763,0.4525,0.0,0
