Sl No,Name,Review,Suggestion/Complaint,flair_sentiment
12,Adi,"
You cannot control volume of your Bluetooth device



  It is a really good streaming device . Apps work perfectly fine . You can sideload 3rd party app easily . Remote is fine , voice control is perfect , installation is simple , streaming quality is great.BUT WHY 1 STAR??you cannot change the volume in your Bluetooth headset or airpods which don't have its own volume control . Well i usually watch movies at night while others are sleeping so I prefer using Bluetooth headsets . Whenever I pair it with firestick It always plays at 100 percent and makes my eardrum tear and made me switch off tvThis is a basic function which can be included in a firmware upgrade , but as of 30th June , there is no update regarding this .So yes if this is important for you , u choose other streaming device .Btw i fall in love with their remote😍

",1,0
13,Radhakrishnan S,"
Product not functioning



  I purchased the product in May 2021. It stopped functioning within one month. I requested for an replacement. The customer service execute informed me to buy another Fire Stick and will replace the one one once I purchased a new one. It is more than a week I bought a new fire stick and also informed the CC. Unfortunately there is no feedback from them. The old product was not replaced. Is it a punishment for me to buy your product and I have to pay for a faulty product. Please expedite.

",0,0
14,GSV,"
Fairly good needs lot of tinkering



  Connected my airpods to firestick. And the volume doesn't work. Sound is too loud on the ears. Volume decrease on the remote doesn't reduce the volume in the BT airpods. Result sound too loud and jarring. It is shocking that a company of the calibre of Amazon can produce such ridiculous product. High time they come down from their perch of lord and mighty and think of ideas to give customer satisfaction. And on the upside I must say everything else is real good about this firestick

",0,0
15,Magesh S G,"
Excellent Streaming Device with Picture and Sound Quality



  I was using LG 4K TV with WebOs 3 and i dont have recent streaming apps as it not available in my smart TVI have ordered HD Firestick 2021.My TV Supports HDR ...I would have ordered 4K but for me itseems costly..Pro:Super UIFast SettingsHDR !!Dolby Digital Plus ,Dolby audio as my TV supports only this.Connected with Yamaha AV receiver and i could able to get DD+ 7.1 from Dolby Atmos Content in amazon Prime.Sound Quality is awesome...Picture quality was fabulous as my TV supports HDR and ultra deep colour it detects and restarts tv to enable in that HDMI port...The moment i have turned on it install latest Fire Stick SWCons:Not for Device.I have logged in with my amazon account in FireTV.I could not get install the Disney+Hotstar its shows app is not availableThen i have called customer care and they helped to set my country to IN in account as i used same account in Germany(.de) as wellAfter that all india streaming apps are visibkle (voot,Hotstar+disney,SunNxt,...etc)Overall happy with purschase will update after few days of usuage!!!

",1,1
16,siddesh Attavar,"
Stuck in a Boot Loop with Fire TV logo animation



  Had a bad experience with purchase, as the device got stuck in a boot loop just kept showing the firetv logo animation. Have to return it back

",0,0
17,Suryatej,"
Made in China



  In the product description it says 'Made in India' but on the package box it says that it is from China .This is very misleading

",0,0
18,Sandy,"
Never thought Amazon would cheat



  I ordered a fire tv stick 3rd gen 2021 during the recent Prime Fest of 26th & 27th July 2021. At the time of ordering the product detail very categorically said that there is a One Year free subscription to Sony Liv, ZEE5 & Voot bundled along with the product. This was in the description section of the product that I ordered, hitch was very promptly delivered to me. Now when I enquired with Amazon helpline about how to activate the free subscription, the customer support denied any offer like this & now I am supposed to pay separately for these subscriptions. How I wish I had taken a screen shot of this & kept with me. At least would have saved myself from the misery of being denied of what was promised to begin with. I don’t know how that promotion appeared there, could have been a technical glitch on the part of Amazon but I am sure I bought this with the subscription which is now denied. It a shame for Amazon to get so petty & completely disown the responsibility to fulfil their offer. I just feel cheated to the core.

",0,0
19,Manpreet Singh,"
Doesn't Support Voice Search



  The most important thing on which amazon in betraying us is that it doesn't supports voice search. For example alexa button is there but it can only play things on amazon prime video. If u open zee 5 or youtube you will not get the mic button to search and will have to press the assistant button which will take you somewhere else and will not search for things we want. It UI is excellent but this voice search is the main issue. Thats why you should be going for mi stick.

",0,0
20,Shiva Kumar.A.S,"
Fire TV Stick (3rd Gen, 2021



  I was forced to buy Firestick 3rd generation after my Amazon Firestick First Generation stopped working. It was working fine till afternoon and after showing Software update in progress, it got stuck and never worked.I called up the Executive and after trying everything was asked to take it to nearby center. As the center is quite far, I didn't go, but ordered the third generation instead.I wrote to Amazon, if they are selling the product, then they should also provide after sales service. They can always charge. No issues.The person should visit home to rectify the problem. Trust me, there have been instances when some Electronics company sent a technician to home, though the equipment was worth only 2000 Rs.And here we are talking about an equipment costing Rs.4000 to Rs. 6000.How can an equipment stop working while updating software, still I can't get it. Is that deliberate so that Customer buys the new version?Not to say, I regret buying the third generation Firestick. It's a great experience. Great sound. It's a marvel. Amazon always had been my first Choice.The only letdown was equipment stopped working during update. Never heard of. Amazon should regard loyalty.Almost Each day, can you believe it, we order something from Amazon. Please check records.

",0,0
21,ABHIJIT,"
Device switching off every 2 minutes and no sound



  1)While setting up device keeps getting turned off every 2 minutes.2)No sound while playing anythingAfter few hours it everything got okDevice did not switch off and sound was back.Now after 3 days same problemDevice is switching off every 2 minutes and no sound.Is there some software issue with the device or device is faulty?

",0,0
22,krishna,"
Disappointment From Amazon



  Nothing gets displayed after fire stick logo. Blank screen came. Never expected this outcome.

",0,0
23,Subhankar,"
True review



  Quality of the product and packaging is really recommendable. I brought it at a great price of 2799. The stick supports maximum 1080p videos (I tried with my 32inch led). Sound is stereotype. Not tested whether it is dolby digital or not. It supports both 2.4 ghz and 5 ghz of internet. Remote is quite handy. Alexa voice responses are recommendable. Interface is attractive and fast. Pairing of remote with the tv is done automatically on first setup and even one can set other consoles by going to add remote option which is available in the fire stick. Remote provided is RF type. One thing I disliked is the pressing of remote buttons. It should be soft press rather than hard press.I would personally suggest to go for it if anyone wish to buy.Thanks for the deal Amazon

",1,1
24,Amazon Customer,"
Disappointed



  Once the fire TV stick is on, the colour logo is loaded half and then disappeared. After then no response in tv only black screen display.

",0,0
25,R N Tripathi,"
Wastage of money, unwanted product for smart Android TV.



  Totally disappointed. Wastage of money. Not required for smart Android TV. Might be for small normal TV. Price is too high. Better quality products with latest specifications are available in the market at very less price. Not satisfied and not recommend to buy.

",0,0
26,Amazon Customer,"
Keeps restarting



  Such a waste product..bought it to make my tv smart..but it keeps restarting itself and is of no use..i have been a regular customer of Amazon..but after this deception ..i think they are not worth your money..Amazon please replace my fire stick

",0,0
27,Traveller Sakha,"
Don't buy it. Not that great device



  Update: After using for 10 days of usageDevice is up to date yet the wifi capturing frequency is pathetic and it keeps losing the connection. I spent half of my time fixing the connection issue and it ruins the user experience.Returning it. Don't go for it. Highly recommended.Took 4 hours to watch 2 hours movie. Have turned off auto updates, changed settings still it takes forever to load though the internet speed is 35 Mbps.

",0,0
28,Anoop M G,"
Pwoli saadanam!



  My Sony bravia non-smart tv has in-built Prime and Netflix app and few others but no Disney Hotstar. So I decided to buy this Firestick and ended up with out of the box experience! The picture, audio and streaming clarity this gave was far far better than my tv in-built apps!!!Plugged it in directly to my JBL soundbar which has HDMI-in passthrough rather than connecting to TV which gave crystal clear sound. Have to be patient for the initial setup. After that just relax and binge!! Terrific purchase!! Thank you Amazon for the offer pricing too!

",1,1
29,Sanket,"
Hardware still feels like there is a ui lag not snappy



  Mi Tv Box 4k at 3500 is still a better deal compared to this it's older than this but it's always been faster than my firesticks in terms of ui navigation.This firestick is not bad it does what it's supposed to do has a new menu system. All major streaming services work but I always feel that there is a slight lag on the user interface Amazon just bloats the home page with so many options I just wish I could just turn off all thr suggestions and that would speed up the ui. I just want to see my apps on the home screen not all the suggestions which is as is slowing down the ui and at the same time overflowing my home page with junk suggestions.

",1,0
30,Deepak Rao,"
Awesome Product. Worth every penny😇



  I am giving this review again after using fire tv stick for the last 1 month. Previously I gave 4 star rating because volume and power buttons were not working due to videocon tv compatibility. But after some days Mr. Naresh(Technician team) called me and forwarded a mail to me for again remote setup and update. So I followed all steps as I received on mail and I am so happy to share my review again that now my fire tv stick is updated and all buttons are working finely. I m very thankful to Amazon for providing super best service and also to Mr. Naresh.. Product is really awesome. Go for it blindly✌✌

",1,1
31,PARAS MANI GOEL,"
Live tv did not worked properly.



  Product did not worked properly. Live tv tab was not showing any Channel. Returned without any hassle , thumbs up to amazon team for timely delivery n tension free returns!!

",0,0
32,Anuj Chandiwala,"
Good product



  The quality of fire stick (3rd gen, 2021) is much much better then fire stick of 2020. The quality of sound, stram quality is much higher then older one. I used both the type of fire stick.

",1,1
33,vazrapu,"
Even amaxon fire stick can be defective ! Never expected this



  Received a defective piece,which would not connect to wifi and even a brief connection happens,failing again and again,have checked with different networks & tried on alternate HDMI ports,but problem persisted

",0,0
34,Sunil Yadav,"
NOT satisfied.



  Used for 30  daysRemote response time seem to be increasing.1.5v amazon basics cells have died in just 3 weeks.New batteries gone in 1 week, its draining battery , remote shows low battery everytime. It refuses to respond, stops working intermittently.Customer care guys have only one solution to reatart fire tv, reboot, reset remote and any of these didn't work.Seems to be a hardware issue. I need a replacement.

",0,0
35,Geethapriya,"
Sony LIV not working on 3rd Gen Stick as promised



  During Prime day sale, 3rd Gen Stick supposed to come with Sony LIV, Zee5 and Voot Subscription as shown while booking the item. But it is not working. Please do the needful

",0,0
36,VG,"
Disappointed



  I bought it today.Power and volume control of the firestick remote not working.I had called the customer care and after one and a half hour of trying different trouble shooting methods, I was told that my TV is not compatible..if that was the case, there was no need to try all methods right !!What kind of LCD Tv is compatible is not mentioned in the product information.I would have bought the lesser priced 2nd generation model in that case.Very disappointing.Amazon needs to look into this ..

",0,0
37,Tarun kumar,"
Damage packet and item missing



  Order on 4th april, deliveey was expecting 24th april, but received on 1st may 2021, after i open the packet, item an missing.. so irresponsible service.

",0,0
38,Amazon Customer,"
Faulty product. donot use it it will destroy your tv



  i bought this product and since yesterday its started creating problem. When i connect it to my tv, the tv simply restart again and again. i called sony Tv technician and  he checked and said tv is fine but this firestick is faulty which is creating thia problem. kindly refund the amount and take back your faulty product.

",0,0
39,Moshin lalani,"
So far so good.



  Just additional remote buttons, rest everything remais the same.

",1,1
40,P S Saji,"
Inconsistence in maintaining Wifi Connectivity



  The device if connected with Wifi and detect internet, works amazingly. But the challenge I faced is that getting it started when I first connected it was a 2 hour ordeal. The device connected to my wifi but was saying 'No internet'. I have to reset the wire stick multiple time which did not work. Then I had do factory reset some 2-3 time, after which finally the 'No internet' error disappeared. After that the device worked fine for a month.After than again the Wifi connected but 'no internet' issue started. I have did a factory reset now, but the issue still persist. At the time of posting the this review the issue was not fixed. I hope it get fixed

",0,0
41,Subhadeep Dey,"
Fire Magical TV Stick!!!!



  Fire tv stick 3rd gen is a magical device. Got this for my non-smart 2018 Sony TV.Streaming quality is 1080p max with Dolby Atmos. For Dolby Atmos you will need separate Dolby Atmos enabled soundbar/system to work.Supports all apps almost like YouTube, Prime video, Amazon music, Netflix, Voot, Zee5, Disney+hotstar, Apple TV etc. You may require separate subscription for each app.Bluetooth remote is very responsive with inbuilt Alexa button.You will require high speed unlimited broadband connection to run this otherwise it may not work properly.Got it on the prime day at just Rs.2099. Thanks to Amazon for fast delivery.

",1,1
