,Unnamed: 0,Name,Review,Suggestion/Complaint
72,72,paul,"
Careful on the sizing


After ordering a couple of pairs of these from different suppliers who's advertising was incorrect i ordered these. They arrived promptly and are extremely comfortable with out breaking in problems. But the sizing on birkenstocks is totally wrong, get a size smaller when ordering and the leather outing tends to stretch as well which necessitates making a further hole in the buckle strap.
",0.0
73,73,cupcake,"
Not the cheapest.


Getting used to them, moulded sole starting to shape to my feet better. Have had 7similar from Lidl for £7 a pair which are more comfortable but soon wear out.
",1.0
74,74,Belteros,"
Comfy


I love Birkenstock’s but these are the best as they are suede. Colour is super original as well - a beige/yellow. I’m very happy with them.
",1.0
75,75,Linda Ferguson,"
Shiny!


I got the narrow, navy patant leather, 2 strap with big silver buckles, birko footbed & white soles. The 'narrow' fit my foot best as I don't have to scrunch toes to keep them on as I walk; I could wear them straight out the box. They have quite a flexible look in that they are smart for a sandal; lovely colour too.
",1.0
76,76,iwo23,"
Really does fit your actual size


This product really does fit your actual size. I bought a half size bigger like I do for some shoes/sandals but I should have stayed with my actual size for this product. Without trying on beforehand it's difficult to know.
",1.0
77,77,Jacx,"
Great price


Very reasonable price, great delivery and perfect fit!
",1.0
78,78,Bender Bending Rodriguez,"
chunky monkey


the straps on these are very wide, and if i may say so, a bit mannish. I don't know whether I've bought the wrong ones or whether that's just the style but they are very wide.  they started off comfy enough but when I wore them out they rubbed my feet and gave me blisters (I thought they were supposed to be comfy or what the point?)  I think I might have to wear them in quite slowly.  Once i got used to them i totally wanted to wear them all the time with my long hippie skirts, they look fab.
",0.0
79,79,Jemma Murphy,"
Best price - so comfortable.


I bought this sandals in white last year and LIVED in them. They are so comfortable. These are the synthetic upper but it means less breaking in.I’ve shopped around for them and Amazon is always the best price.These are the “narrow” fit but I have VERY wide feet and they are still fine for me.
",1.0
80,80,Amazon Customer,"
Shoes for life


Love Birkenstock’s have worn various styles over the last 20 odd years .  My feet are in very “ good condition” have been told by chiropodist . Birkenstock’s have definitely helped to keep my feet healthy and look good with all outfits.
",1.0
81,81,Susan M.,"
The fit is fine, the soft footbed is also very nice


The fit is fine, the soft footbed is also very nice, only niggle is first strap nearest to the front ankle bones rubs to the point of blistering, even when covered by plasters...I have used a quality file to file down the edges and this gives some relief, but needs to be done regularly as it seems to only remedy the situation temporarily.  A shame is the Arizona is usually the perfect footwear for summer.
",0.0
82,82,Erie,"
Birkenstock clog type sandals


These are great for wearing indoors.I find them  really good for my feet and as soon as they wear down, I buy another pair. I wouldn't be without them. They last ages and are much better than wearing slippers as they look good and help your feet at the same time. They can of course be used outdoors but I use them as my change-to shoes when coming home.
",1.0
83,83,Maureen Foster,"
They LOOK beautiful


I suppose they would be OK for someone with normal shaped feet, but they were really hard and uncomfortable on me after half an hour., but then I don't really have normal shaped feet! I just had an operation on my toes and its left one foota little larger than the other one, and seeing as I was a wide fitting size 9 before, you can see it's a bit of a problem.
",1.0
84,84,gwol,"
good for posture and comfort


I read the reviews, but it was a personal recommendation that convinced me. They take a little getting used to, but quickly became very comfortable; I wear orthotics as recommended by phsyios, but they do just as well. Great buy.
",1.0
