,Name,Review,Suggestions/Complaints
77,Karthik Bharadwaj,"
Dhoom Dhamaka Product



  I have given a five star but will start from sad part. First I purchased firestick plus with zee5, voot and Sony LIV subscription. I got the delivery in 4 days. I signed in with my credentials. Everything worked super fine. The remote paired at first attempt itself. I was dilkush. But this wasn't last for long. I downloaded all files and checked pre subscribed packs. But the fate is it wasn't subscribed. Was asking to purchase it again. I contacted Amazon customer care. They gave few tips which doesn't seem to working with me. So I thought to return it and purchase without subscription (I could have kept it but since I paid 1k extra and was no use, thought of returning it). I ordered new one without subscriptions and got the item within 4 days(Thanks to Amazon delivery). Even now everything worked fine. I was worried on reading few reviews that the remote doesn't pair, but in my case it paired at very 1st attempt. Now there is diwali offer on few subscriptions where we get annual packs for low prices. Purchased zee5 for 500.So better not to waste on firetv plus and waste your time calling customer care(may work fine but it is just 2 lucky out of 10, where all 3 works good). Except purchase normal one and subscribe yourself which works all tasks in few minutes. Anyway the fire os is best and it is rocking . Dolby sound is plus point in this. Don't think twice just go for it without further thinking.

",1
78,Sabin Thomas,"
Superb..!!!!



  The only difference that u can find from the previous versions is that the remote is been changed. The rest is the same. Superb video and audio quality. I feel stream quality is completely depending on the broadband connection..

",1
79,Krishnan Vaidyanathan,"
Best if there is an Atmos system



  This can to be used directly with TV normally. No issues work smoothly and video clarity. Audio is where it shines. If you have a Dolby or Atmos audio system this one nails with audio. In display and audio settings we have auto volume level and dialogue enhance. Normal pcm also sounding great. Dolby sounds awesome. If your audio system is HDMI arc and connected to tv, then this one firetv remote will control tv home theater and fire stick. For tv on off and volume control it uses infrared. Its a very intelligent way of implementation.

",1
80,Anirudh Naik,"
It could be better.



  1. It doesn't have option to change video quality. Once on a while all of sudden the video quality drops drastically so if it had video setting option, it would be great.2. It doesn't have many apps yet and also didn't see screen casting option. Because in latest TV's, once I connect it with Wi-Fi, I can add videos to tv list via mobile without disturbing regular mobile use

",1
81,Rajeev Muthukulam,"
Amazon fire tv stick






                    The media could not be loaded.
                




   When I read reviews, I was confused to buy this product. But I have decided to take risk and purchased it. When I received this item this afternoon, I was totally upset in my mind whether I can make it ready or not. But surprisingly it was so simple to setup and viewing all channels including jio tv. I personally recommend to everyone, it’s amazingly simple to setup and viewing all channels without any hassles. Wonderful product. Recommended for everyone. Thanks Amazon for such a wonderful product 😄

",1
82,Krishna Vindhu Tamanampudi,"
Excellent !!



  Bought this for MarQ By Flipkart InnoView 109 cm (43 inch) Full HD LED (43DAFHD) and it worked like charm. An Amazon product for a Flipkart product. It really worked well and now can enjoy things in big screen. Almost every thing I watch are in this list providing many apps which just need a subscription. Great product in this offered price 2199. The process is simple and installation takes 10min which it does itself with the Wifi connection.  The controls and settings are clear and helpful.

",1
83,Swap.D,"
Great stick with very good Smart TV features



  I think This is the best TV stick to convert regular TV into a smart TV. Connect to a TV with WiFi password handy, it will do a rest of the things. Using nearly for a month now but no problems at all. Screen mirroring function is available which I think was not available in earlier versions.But only thing noticed that, as my TV is fitted on wall, it is bit difficult to put the stick in the HDMI port even with extension cable provided with the package. Will need bit compact extension cable plug to put in TV socket. Everything all good about TV stick.

",1
84,Amazon Customer,"
Wow ++



  I took this 2021 as an upgrade to the 2019 version. I ran them side by side.  I cannot differentiate speed as claimed but picture clarity much better.The real noticeable difference is the sound quality. Wow! What a rush! Crisp dialogue,  Action SoundFX. If you are a movie fan this 2021 version makes it worthwhile.The fast keys on the new remote is v good. New UI features a big thumbsupOverall: Wow++.Binge watching during pandemic  just got a whole lot better.Thank you Amazon.

",1
85,manish sharma,"
One word to describe. ULTIMATE.. in bold and capital.



  I never imagined a product this nice and perfect. I mean, there is hardly any thing which is wrong or faulty.1. Works with any brand of LED TV as long as it has an HDMI port. Now even not so smart TV can be a smart Tv. If you have an old non smart TV, for a small expense, you can enjoy smart tv experience.2. Has bluetooth as well with which you can connect your headphones so that you can enjoy late night shows without disturbing sleep of person sleeping next to you.3. The Prime day sale gave this at a fabulous price.4. Though it works better on a high speed internet connection it still works satisfactorily on a mobile hotspot. With a 2 gb data, you can easily enjoy a full movie. It will be a bit lesser if you skip and fast forward the songs.5. It even plays Youtube. Keeping kids entertained was never so easy.6. One wish.. the case which is sold separately for 400 Rs should be a part of entire kit.Full Value for money .

",1
86,Abhishek V,"
Selling a batch of defective sticks.



  October 9th (Recent Edit):‐-----‐-----------------------I have received the replacements and both of them are working. The replacement procedure was a bit different than other items. The sticks were picked before the replacements came. I confirmed with the customer service representatives and they assured it was the case with Fire TV Sticks. Since the replacement procedure was hassle free, I am updating my ratings to 3 stars (Met expectations).October 5th:---------------Recently I order the 3rd Gen Sticks (Bundle of 2) for just 3.6K on October 4th and got them delivered on 5th, Perks of Prime member :D. All good so far!Unfortunately, all good things end here.I unboxed the first box, plugged into the HDMI port and followed the instructions to pair the remote. That's it! No progress whatsoever from the welcome screen. Tried everything suggested in the manual and support team, but in vain.  I was worried about unboxing the 2nd stick, but after unboxing it was like a ""deja vu"" moment. Both sticks are not pairing with remotes.After asking around with my friends and cousins, I found one of my cousin who got the stick on October 4th, also has the same issue.I explained this to the customer service representative, and he has arranged for the replacement. Will update this review after I get the replacement.

",0
